Season,Episode Number,Episode Title,Character,Dialogue,Main Characters,Minor Characters,Antagonists,Locations
2,14,City of Walls and Secrets,Aang,[Upset and somewhat bored.] This is why I never came here before. I always heard it was so different from the way the monks taught us to live. [Looks out the window.],"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Iroh,"I just want our place to look nice, in case someone brings home a lady friend! [He gives Zuko a nudge with the elbow.]","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Zuko,[Bleakly.] This city is a prison. I don't want to make a life here.,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Iroh,"Life happens wherever you are, whether you make it or not. Now come on, I found us some new jobs, and we start this afternoon!","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Jet,"Look at them, firebenders living right under everyone's nose.","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Smellerbee,"Jet, you saw a man with a hot cup of tea. It doesn't prove he's a firebender. And what if he is, are we supposed to attack them‌? I thought we were starting over here, changing our ways.","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Jet,"We are. When I get the evidence I need, I'll report them to the police and let them handle it. [Walks forward a bit and turns his head to face the pair.] Ok‌ay?","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,"This is the Middle Ring of Ba Sing Se, home to the financial district, shops and restaurants, and the university.","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Sokka,"Yeah, we met a professor from the Ba Sing Se University. He took us to an ancient underground library where we discovered information about the war that is [Cut to inside carriage. Leaning toward Joo Dee, losing his patience.] absolutely crucial for the King to hear!","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,"[Smiling; excitedly.] Isn't history fascinating? Look, here's one of the oldest buildings in the Middle Ring, Town Hall!","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Sokka,Is that woman deaf? She only seems to hear every other word I say.,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Toph,"It's called ""being handled"". Get used to it. [Crosses her arms as everyone else glares sadly at Sokka.]","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Pao,"Well, you certainly look like official tea servers. [Cut to close-up of Pao.] How do you feel‌?","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Zuko,[Annoyed.] Ridiculous.,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Iroh,"Uh, does this possibly come in a larger size? [Cut to a view behind Iroh with the apron strings not quite long enough to tie.]","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Pao,I have extra string in the back. Have some tea while you wait!,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Iroh,[Quickly holds the cup at a distance.] Blech! [Looks at it in disgust.] This tea is nothing more than hot leaf juice!,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Zuko,"[Iroh closely examines his cup. In an annoyed tone.] Uncle, that's what all tea is.","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Iroh,[Angrily.] How could a member of my own family say something so horrible?! We'll have to make some major changes around here.,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,The Upper Ring is home to our most important citizens. Your house is not too far from here!,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Katara,[Close-up.] What's inside that wall?,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Sokka,And who're the mean-looking guys in robes?,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,"Inside is the Royal Palace. Those men are agents of the Dai Li, the cultural authority of Ba Sing Se. They are the guardians of all our traditions!","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Aang,[Close-up view. Bored and annoyed.] Can we see the king now?,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,"[Close-up view.] Oh no, one doesn't just pop in on the Earth King!","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,Here we are! Your new home.,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,"[Close-up view.] More good news! Your request for an audience with the Earth King is being processed, and should be put through in about month. [Cut to behind the gang looking down at Joo Dee.] Much more quickly than usual!","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Sokka,[Close-up view of Team Avatar. Surprised.] A month?,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,"[Close-up view. Smiling widely.] Six to eight weeks, actually. [Closes her eyes and grins.]","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,[Close-up side-view.] Isn't it nice? I think you'll really enjoy it here.,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Sokka,[Cut to view of entire room from the back.] I think we would enjoy it more if we weren't staying for so long. Can't we see the Earth King any sooner?,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,"[Close-up view over Sokka's shoulder. Smiling.] The Earth King is very busy running the finest city in the world! [Close-up on Sokka, as an annoyed expression covers his face.] But he will see you as soon as time permits.","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Aang,"[Cut to Momo and Aang. Aang turns to look out the window determined.] If we're going to be here for a month, we should spend our time looking for Appa. [At the sound of Appa's name, Momo wakes up.]","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,[Side-view of Aang with Joo Dee behind. Bows.] I'd like to escort you anywhere you'd like to go.,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Toph,[Cut to Katara and Toph. Annoyed.] We don't need a babysitter.,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Joo Dee,"Oh, I won't get in the way. [She takes a step, blocking Toph's path.] And to leave you alone would make me a bad host! [Close-up of Toph, from behind, with Joo Dee in front.] Where shall we start?","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Pet store owner,"[Close-up shot.] I'm sorry, but I haven't heard anything about a flying bison. I didn't even know there were any.","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Aang,"[Cut to shot of Aang and Sokka, Joo Dee lurking behind.] If someone wanted to sell a stolen animal without anyone knowing, where would they go‌?","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Sokka,"[Slightly frustrated.] Where's the black market? Who runs it? [Pointing at him accusingly.] Come on, you know!","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Pet store owner,"[Close-up shot. Nervous and perspiring.] Uh ... [Looks at Joo Dee, who is standing behind Sokka and Aang, shaking her head.] That would be illegal. You'll have to leave now; your lemur is harassing my sparrowkeets.","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,University student,"Hmm ... I've never seen any sandbenders or nomads around here. [Frontal shot.] You should ask Professor Zei, he teaches the class on desert cultures.","Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,Sokka,[Annoyed.] Right. And which of your professors could we ask about the war with the Fire Nation?,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,University student,[Nervously.] Uh ...,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
2,14,City of Walls and Secrets,University student,[Close-up shot. Still very nervous.] I don't know. I'm not a political science student ... I've got to get to class.,"Aang, Iroh, Jet, Katara, Momo, Sokka, Toph Beifong, Zuko","Ba Sing Se University student, Bosco, Corncob guy, Kuei, Longshot, Pao, Pet shop owner, Pong, Royal messenger, Smellerbee, Tycho, Various refugees and citizens","Dai Li, Joo Dee, Long Feng","Ba Sing Se
Ba Sing Se University
Earth Kingdom Royal Palace
Pao Family Tea House
Team Avatar's Upper Ring house, Ba Sing Se University, Earth Kingdom Royal Palace, Pao Family Tea House, Team Avatar's Upper Ring house"
